delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,Meditation,Attention
389071,222741,28898,37481,10191,21831,9677,3907,47,63
30495,6532,868,1273,2064,1007,991,3411,41,57
606195,6466,8116,4551,3322,2555,1522,1437,60,56
291394,29909,43218,19541,15683,28327,9547,13054,66,69
587330,12181,39943,7307,9563,6742,5084,2834,83,75
58921,15697,6136,1796,4449,2393,4966,2153,87,75
159804,42782,60822,30689,3324,4399,2490,4669,93,60
43780,35998,7019,4649,2712,3522,3325,860,81,43
1354354,27706,2650,15873,14174,35677,4804,2304,64,61
174923,16767,3849,5943,6592,3522,949,1291,64,61
24781,28335,35076,15711,8499,6398,3561,2846,60,69
135372,18790,2393,6590,3879,4221,1031,754,61,77
84942,94157,31762,39973,16045,15722,3938,3891,67,54
227817,38518,22816,9235,3028,5144,1918,1126,75,50
827545,385912,12478,22753,23210,9537,12138,8255,51,37
356520,21272,1960,2990,7619,12387,5795,1667,41,48
67995,53915,4828,3139,3336,5605,1486,1087,27,47
518088,51697,47291,3245,30119,14473,5602,3207,26,53
836024,696281,41728,8697,33738,16801,10468,6202,23,53
87834,67387,24695,7758,7367,15682,4023,5573,34,41
195842,56711,6943,51219,18478,19311,15595,6592,50,50
29377,35839,894,939,881,970,407,384,26,30
74703,17736,2310,2629,2782,867,240,147,38,37
1079264,65056,56951,25295,16615,16095,3353,1811,47,34
184491,28242,6511,7273,9274,3074,1693,845,41,24
77439,59971,31793,20471,7446,10755,12773,3550,64,38
31815,30331,2735,5944,3385,4676,1379,726,64,50
338520,60648,3083,2333,7889,1890,1238,914,41,35
1213254,112389,45126,2970,33379,20549,4637,2304,40,41
971559,233287,105065,26400,26525,15213,12271,3061,38,34
686607,25184,8725,16587,11741,6545,1695,794,47,34
409966,77568,16198,21456,10765,18585,7667,2431,60,51
88091,24078,4324,7408,6830,4946,1546,521,61,51
593073,37844,3956,5476,12694,3924,873,478,51,57
94637,102350,6105,4414,3046,2349,1597,802,35,41
185516,25826,3178,10065,2534,4704,3383,482,35,38
1082901,65154,44365,87782,15980,35001,9376,2937,48,41
158741,32603,12739,4967,1252,1934,1924,529,56,34
1346500,116689,29740,18954,12874,11888,5288,1567,67,44
126787,99313,51341,38422,11488,10013,5948,1955,75,37
169163,72373,14173,21703,25945,13680,7530,3356,63,34
81841,16552,29242,1345,4153,2744,1284,1155,70,37
93639,61734,8557,5542,4941,3095,1403,1200,66,30
73745,98053,13404,27576,20979,20671,7372,4653,57,41
1968291,135125,20610,3597,17190,22898,4831,4941,51,43
93927,54509,12555,23884,19096,14087,8588,4403,40,53
185390,200799,8903,4196,12180,12111,14661,8074,29,54
1301049,172938,47455,78382,26659,10367,14323,7229,37,41
343696,42054,20098,22536,30452,26504,8917,8220,47,48
836063,50328,18215,2311,11236,5578,3687,2697,43,41
168098,18494,6968,2397,7846,2170,2436,2651,60,44
50105,55419,9184,11502,4512,9937,4015,4376,53,57
155640,80433,6080,4679,5278,4601,2924,897,41,40
155860,147286,46062,11771,14229,15194,5484,7322,43,40
156744,107886,7744,6272,9538,6493,2470,1392,30,35
1529275,168351,21830,82548,23396,16118,4896,6037,37,27
125579,17550,11381,8973,10330,2527,2279,690,51,29
216652,318420,57223,9740,34291,13651,15397,7816,47,23
88308,21668,7922,12713,7604,5684,1851,2030,63,34
749500,165405,59452,3987,33447,17230,2108,2643,57,37
347677,35906,8995,10042,5628,4761,1157,729,54,40
676669,54800,9524,15756,17120,8900,7686,6239,57,51
400330,18098,9802,4258,3154,3359,1877,551,57,48
84343,53661,18499,30733,37413,14627,3902,1844,63,54
691314,212526,53953,17824,47379,13787,6074,3380,57,48
1572682,218565,371252,271000,253572,59570,57392,13823,57,48
118892,6819,3466,2135,8390,3269,1259,801,56,56
625019,23162,12898,7609,1759,1831,1729,1258,60,48
1513274,254717,193215,153343,57912,73814,19735,25111,60,48
1404079,55524,34643,29815,21149,13334,4379,1919,60,48
520195,17664,9668,2557,3124,1201,400,532,61,35
824088,5218,2159,5120,6352,8693,3220,1824,64,61
1291243,90971,95673,40753,13573,13185,17264,6628,78,47
114443,45524,24869,8748,9516,4518,2386,2278,75,50
72264,28458,8661,20051,18290,2357,1984,2118,77,50
657454,13587,14043,2248,11621,6441,12325,1863,80,38
63627,44210,18312,10644,8538,8577,13897,2583,70,47
187431,40845,2758,15618,15470,11005,2926,2671,63,56
50951,33173,10283,24391,13879,5204,3266,2931,64,61
180820,54722,55320,13195,13118,23225,5879,10883,67,60
701556,39573,6549,7184,3293,3575,1281,701,67,60
39630,2777,3712,2635,1077,1587,1348,595,77,63
1174502,353562,13395,24762,57937,36165,48206,17401,66,57
317705,159963,65099,45178,24654,19522,12833,20465,64,56
159733,14699,4748,1641,6789,3654,1362,1344,54,56
854431,86107,29356,60070,6861,21678,15723,2901,50,53
1502055,145323,8197,19815,19372,34592,28862,23142,54,61
64698,56580,14035,4123,3395,7282,2393,2077,47,64
62941,30129,21320,11602,11558,4382,8890,4267,57,54
2054836,145756,49346,17089,20873,20615,10052,6915,51,53
390961,59222,28872,50525,26822,35412,13121,4089,64,54
86854,3065,1626,3199,1978,1233,799,496,77,60
89128,116239,11279,7735,13285,7326,8000,2593,60,56
13977,6937,3702,971,5704,4281,3088,766,56,69
100693,17504,10938,11028,6584,1532,2008,1500,60,51
849035,252143,21570,28376,28131,17103,15433,5485,44,41
207957,28226,3994,8654,10778,8527,2501,1598,51,56
44050,131638,25613,33532,7469,10229,7048,2804,54,37
178875,19819,11565,5712,6115,7125,5661,1971,50,51
1005452,26334,5109,37676,47151,16815,16922,4431,57,66
199253,46912,14965,10688,15124,9407,1746,6637,61,61
723559,119764,61120,9303,44665,23716,11193,6564,61,69
15659,4927,2598,988,2616,1494,461,356,60,69
149420,35843,6657,1957,5815,5687,3058,1260,51,63
202365,14815,3397,2437,2692,3783,1678,2149,50,66
75527,13635,3410,24422,2955,2138,1536,935,61,56
440780,155260,3317,22811,9294,10906,1465,3684,51,47
169292,20406,7349,6965,3388,4529,1839,1126,60,47
206124,150619,44317,22502,18628,24571,8866,5235,63,41
33639,15090,4231,8371,6073,4702,1168,525,53,53
102299,39743,12543,12207,4028,3359,1666,1385,66,51
1661676,201008,51999,24597,21787,9558,24195,7633,61,40
877332,157258,32571,21138,28796,22260,12736,8631,57,40
767189,178869,20808,30045,15052,22046,16363,9534,51,30
1811442,124362,11174,97899,41429,26089,9804,4875,53,40
143733,16854,19020,14812,29555,18210,4169,5160,57,63
588938,118139,64096,13236,22602,28091,4831,4036,61,66
61001,10725,315,329,1264,956,593,188,48,64
64659,42600,5255,3983,7880,7620,1668,779,37,67
472293,148156,44647,115310,57279,16264,7094,8786,38,50
187994,4818,7311,3715,7672,3638,1339,425,41,53
681996,118740,26064,16589,22692,8250,4682,4939,57,50
610530,127757,23947,17640,13082,34795,12863,5530,61,53
729625,31795,12046,22375,10850,5995,2529,2155,63,57
766872,257857,75676,65845,14985,11436,19401,5618,60,37
188732,123751,48157,10447,18843,6770,3930,1193,63,34
1037962,81125,66973,6873,12487,13640,4084,5489,74,23
46271,32691,4191,11387,2660,6198,7894,2611,66,29
1708927,292046,132331,80033,22437,29508,44180,17355,67,37
398988,62748,25149,26059,5839,9859,9317,9001,74,44
238717,368141,152348,154702,28236,20872,9585,9418,74,35
1112663,180492,15194,24718,14998,6079,15832,12969,66,17
234653,19478,6993,4353,1097,2221,1282,634,64,20
219239,136034,8217,25688,12018,19658,31305,9726,54,21
56707,72089,4910,4079,3309,2688,3388,1758,37,23
112491,58493,2842,8560,5895,4450,1925,1639,35,30
617742,7640,3440,4624,3733,6306,7208,2763,35,50
12562,35782,2456,4441,1807,3548,1443,2382,30,47
30000,16262,21863,2481,25925,8404,7785,15212,44,64
366197,9048,11812,6923,2818,2440,1772,760,64,67
297389,62802,39047,43449,19412,13285,17143,6780,70,53
455701,80694,47571,18916,9316,9688,5230,3396,84,51
850407,161147,6722,17949,16093,27380,13969,15249,74,47
281726,37810,5939,12387,3738,9916,2554,2046,60,54
793884,128742,2945,3832,5904,9190,5420,2943,34,51
47550,48638,11427,3108,5840,5307,3578,4280,23,53
288252,32002,17768,18547,3876,4175,8196,6216,41,43
1933716,148521,52958,34694,26421,45832,22249,9166,43,44
145312,21572,24866,49257,56052,14366,19181,25892,69,54
1520813,165637,11956,38755,7869,6784,9173,7039,69,44
546436,41259,11732,15271,8483,5093,6644,4302,64,44
148349,48400,1363,6036,4811,4620,6568,3308,54,38
757570,69877,55529,18673,17659,9162,16256,8490,54,27
30900,49618,13663,7693,4202,5905,2138,3123,56,38
155088,39293,5430,3092,9145,4152,5795,2270,47,41
114125,16342,8394,2437,7044,8145,2049,2874,54,53
149926,66167,28510,5747,30272,14735,4943,3148,47,63
79802,21341,5117,548,2923,4712,2019,916,41,69
286666,36860,40939,5686,7036,16066,8977,5451,54,77
85156,49847,2611,3946,16070,5550,1523,1701,43,66
594432,84070,4319,2987,20822,13959,5942,1503,27,66
75290,60789,43183,20562,6972,22580,4695,15953,40,66
471906,36771,28691,15753,11669,15410,22603,7764,38,66
438074,53484,8628,8678,5614,4992,4005,2676,48,63
329823,21547,7356,8557,3005,8052,4550,2549,67,66
43041,10210,3302,804,1105,1016,1035,554,61,57
43155,28804,4591,2941,2273,3482,2926,1167,51,50
557886,42064,3840,2215,1981,3703,1797,942,43,51
342599,188046,25226,46591,12476,16754,5679,10340,40,40
93739,153971,32308,49955,20796,27982,7842,5663,41,44
91084,17871,3418,4402,878,1098,1248,1535,47,37
119607,39912,7763,2901,3864,3207,1289,1016,53,35
430672,46846,3991,7174,2939,2051,5594,6169,50,27
2095080,218962,2763,2336,3730,10442,12273,13860,50,27
181073,24775,13136,4546,1493,1989,294,510,54,20
25064,14468,22302,2534,4097,5804,1483,1599,64,30
804905,42967,12102,6477,8393,6527,2580,1006,69,37
794027,62212,8417,9623,3501,4203,2374,3400,70,41
91091,61866,5877,23991,44039,11027,4655,4841,63,50
203847,132983,48307,13422,6949,14770,7707,4269,53,43
100152,106505,48272,18220,15915,16126,3327,2854,57,43
190094,11951,419,5782,2906,2886,1592,1145,61,53
172811,87280,8743,13384,6702,4637,2552,835,57,44
67233,75305,4118,16791,18684,6403,4196,2350,51,43
173938,39019,19605,9368,5850,14449,14840,5450,50,50
466334,303699,5763,5519,48812,19507,6714,8783,26,40
1452569,113584,24405,31794,12135,19001,3252,19399,34,50
232055,104161,69981,21052,18527,12789,5810,4155,44,50
999930,64651,64117,20356,16813,13301,4331,4709,51,40
326834,103029,29065,4390,4853,12983,4913,1401,74,43
627105,67458,33196,8474,23835,20714,7340,1570,74,48
53790,19271,9896,7447,2807,5184,3415,2207,74,56
662643,146644,66133,116374,16448,24764,10468,7976,75,56
91477,33168,7738,1715,3777,2285,152,476,74,51
100304,69208,59428,12608,23231,16821,11415,5778,78,47
796643,42228,829,9581,12387,9521,6989,2780,64,50
1149435,37121,3793,14271,33305,17635,16551,3455,50,64
924441,141242,11786,20732,18417,9223,5467,2661,47,64
418374,55136,47577,7424,8194,5201,2777,4592,48,54
204027,42226,3742,17015,24007,15192,7524,2572,53,56
30695,135426,40033,29216,52882,23641,20986,29845,57,47
459295,294947,34310,33025,11947,13081,13091,9337,60,41
62928,11589,16516,4750,14404,9617,6454,2670,57,60
64761,54209,11478,3308,3887,4351,1280,2344,56,47
26267,13492,2583,5354,4539,2062,2128,1811,57,44
98646,18012,12634,5506,1574,3216,3057,2372,69,54
200472,36027,3257,32118,18543,10452,6633,3089,67,48
1080139,10264,3168,4424,3725,5899,1163,1107,74,64
1603337,117679,3787,9394,30034,12124,12555,5144,57,63
973961,76287,1871,3137,7571,4858,1379,2164,34,60
19337,33699,5669,8687,2981,2885,1242,2156,29,51
47387,26023,4085,11387,9605,24379,7107,6583,26,56
1662100,46792,37994,35895,8507,14176,9022,3860,51,57
497435,105915,21275,45627,16820,12469,5450,2654,70,60
728299,40103,5931,7859,8159,4951,751,1648,67,63
173918,16316,941,3663,1848,6462,1558,550,64,57
147462,11146,3410,6698,5347,3550,1134,728,56,61
468504,46212,38231,33530,32011,6822,6356,4778,61,57
1054055,163936,21865,14456,20445,21597,2551,952,57,61
353017,240541,44630,52445,25146,23368,7277,2034,63,47
431293,4425,2882,2202,1726,4562,1065,819,63,56
186515,32556,14532,3972,6169,3106,752,693,56,56
286910,24867,22764,6769,3061,1830,2893,1076,74,47
84204,22410,5753,2349,3124,5690,3335,396,70,56
340734,109852,55021,13072,36408,9966,7477,3305,70,35
18552,7076,3013,2767,1529,1484,1983,1605,74,41
582428,37755,4635,3090,7457,4081,7101,12595,56,51
221986,279694,12101,11359,4336,11887,9349,7386,44,35
238697,23468,6353,9451,6830,3509,1618,1979,44,38
571234,74340,19448,11077,5001,7225,5709,4252,40,35
82801,76233,9984,5910,7663,5446,5188,3618,41,29
147001,67431,59658,72106,17605,21667,6679,5650,67,40
39840,130627,20134,3573,15282,11931,6011,4135,57,38
198634,109181,5983,16008,18501,12044,10852,3331,50,40
93008,17697,4543,12304,5196,4577,1621,1491,61,48
1220939,156737,14152,38461,60934,14476,5462,2404,43,43
129774,263363,81889,32588,31380,54247,18121,24959,51,51
640860,8349,5789,13783,2799,1323,846,1124,74,47
52369,15971,4737,5844,1308,1866,1733,1839,70,40
92377,49012,5216,12670,11106,4528,1343,1553,75,38
312957,80781,7591,2174,6866,3982,2569,2530,63,26
41880,67286,44471,17523,18182,10684,17372,5928,56,30
113605,39173,9043,26039,6486,10400,3360,1195,57,38
161035,106357,51614,34200,19766,17689,5804,4613,64,43
684554,224135,57855,14804,48510,22201,9469,8212,74,47
382310,291841,9318,5245,11825,20122,10348,11532,48,44
246463,27940,2236,7382,6079,3527,4154,8241,38,41
549377,46422,81315,14705,15626,29185,11550,13210,43,48
204650,23126,1650,4547,4308,9052,3385,2400,40,64
681976,156508,21115,10961,9075,8195,4582,2203,53,61
395167,58292,18053,20152,12860,16671,8557,10003,60,67
1801,76472,14049,16468,25941,26522,7231,28304,44,69
41881,82048,12174,6549,32691,12351,12266,7559,43,60
80035,19120,5481,5479,3786,2884,2819,2552,51,67
1051047,102658,40760,26261,5846,20646,13642,14270,53,63
140867,80224,28789,42070,18156,37711,12432,3417,60,63
302829,70955,12005,15507,3928,2297,3853,1996,67,47
110387,51539,21878,9101,5077,6169,2657,3349,69,43
20017,23320,3129,4158,5681,5029,1797,906,61,47
79567,60883,2008,6879,7101,2938,1692,1313,48,26
91281,33671,9323,4444,2897,4163,1544,1012,48,43
25710,11855,10744,5423,2734,3535,2067,924,53,48
366402,23818,2365,4812,1735,4606,1528,1824,54,47
1231300,149910,42810,3552,10852,10718,3513,4693,63,50
225222,76346,42732,10794,7549,3519,1779,1910,67,35
402921,327053,73846,44203,10179,13429,6985,7431,60,21
173762,76501,12946,7867,20937,11250,7895,7106,56,20
2293557,86160,12687,5360,12968,12080,5432,7040,51,26
120443,6126,3276,3600,5649,1312,1800,3475,50,41
765979,506506,22383,46417,41148,49217,15862,11714,40,51
429875,54601,17792,11862,13586,3968,1609,1939,47,43
30203,27434,3821,2702,903,1536,998,423,50,34
259327,79990,65217,44484,21281,9967,6091,3185,54,24
77679,31265,6423,17464,5542,3735,1876,635,70,23
46215,41059,20629,20797,6267,4549,1929,555,78,23
212559,73398,23405,13616,3123,3983,5362,2101,87,21
28742,46871,13136,27853,12968,11352,3200,1575,81,30
1574267,82418,27623,6070,10970,16352,8383,2133,75,40
1255127,144282,48849,40022,24688,12975,11792,3427,69,40
1618779,157915,22879,7246,29462,17392,9563,10113,57,50
1107958,244159,42624,82390,49096,26708,21307,8921,54,44
1170596,48643,32057,23990,9635,7679,6396,5582,63,40
404411,74298,4248,7350,15634,7025,5336,3822,50,44
702761,79064,2010,5416,3275,5640,2489,1106,44,41
104871,8794,3574,3253,2746,1918,1104,753,47,44
57277,13452,48713,39852,13233,10430,2050,3215,56,48
885726,78916,18717,10301,19859,12844,11666,11061,64,53
1010025,71565,19559,29145,31777,15640,9048,9187,78,60
597395,72561,21243,12358,8744,5673,2714,1516,77,53
54651,4025,1077,2238,862,1544,462,102,63,61
141408,50889,715,2406,1755,6327,1224,1198,47,61
81943,74409,12169,1617,2269,2270,2256,1637,40,43
178843,10705,2190,3951,863,962,503,347,40,43
276764,137598,22643,12532,19170,11365,4754,1987,30,29
84813,31531,14680,5367,3948,4456,1039,525,53,26
153451,21139,14548,5638,4059,5344,943,637,66,44
3017188,106670,38130,21295,32448,12050,9729,4358,64,47
525347,20289,12635,7019,6837,4694,1481,912,75,53
81757,12127,1205,1688,544,793,189,159,66,47
60132,7894,5671,1012,3752,755,505,229,64,37
756533,48019,13739,4618,7066,6040,1809,963,61,38
1288112,49202,16607,18885,28375,10537,3892,2782,57,38
81183,12473,4858,3965,6449,2049,1156,704,64,47
76060,24722,1989,3253,6926,3733,1782,609,53,56
88772,37761,7175,6583,4435,11673,1507,594,51,69
800895,18360,2304,3874,4392,3823,5648,4621,47,70
1401012,447381,29255,10272,8769,16308,20032,4672,29,60
118284,9471,3676,7022,7396,7222,1625,1137,41,70
146505,77332,10627,3955,4476,2153,1380,894,38,47
57156,54569,21058,18195,15535,4738,798,856,44,34
284308,15133,4771,9714,7203,10245,1527,484,61,60
152349,16404,4475,6792,3528,4256,2857,1009,61,50
30442,26917,16422,3185,3232,2525,1620,985,74,60
83058,32444,2742,5959,4857,3868,1168,1332,64,66
172020,89572,9362,40471,44449,15376,8224,2895,61,53
96549,32689,5667,10733,3955,4066,821,1839,61,47
76062,92897,14687,8345,7036,13766,6797,5117,51,56
627799,10572,2546,10599,7058,10695,4372,2665,57,74
549092,24246,26813,17398,27516,12186,12198,5132,64,78
23615,22728,1562,762,1659,864,622,431,50,66
309282,182555,73070,39966,40105,24971,24716,4395,56,61
6791,17854,19782,10890,5585,2427,4117,2436,66,37
1321759,103901,33745,9744,8534,20817,6899,1657,57,37
75093,8203,1192,7778,7073,4947,976,1377,74,60
120872,9361,5481,5114,5123,6932,2622,611,75,77
106358,25349,5844,3686,3298,2653,1878,445,61,81
280164,109256,75834,57365,17514,29467,12858,4533,74,80
246338,134733,21285,29372,12993,13220,8832,7675,69,63
34698,65116,30971,38315,20410,7152,6242,5109,74,40
456293,29028,5308,10114,15458,9612,4783,2948,74,53
112451,4007,2335,5099,3711,2411,539,665,70,60
83335,8275,333,2073,3283,3130,1309,1043,64,77
185774,52060,21660,44032,37280,15262,10492,13649,64,87
136669,20344,7738,10495,7607,5585,4225,2701,69,81
617896,344828,61883,36122,46041,19488,21409,12269,57,63
84486,42323,18413,8266,7430,5929,3926,4830,67,48
641869,69762,17379,2274,22150,15276,9731,6923,54,51
928836,104035,29333,5333,11413,16236,13991,6190,48,50
415627,33995,4274,3737,9592,2517,890,971,47,53
143830,20925,42064,29232,47991,9663,8483,5436,51,56
1185560,29034,5451,10225,8909,5401,3475,1783,60,53
31302,16890,9385,3194,588,862,1030,486,69,37
952935,223181,104084,25070,35543,23976,7004,31470,78,38
257198,113530,46463,19197,3172,6721,9722,5031,74,27
183320,43582,7781,784,2543,2095,1399,621,66,14
1255610,323873,49006,108227,40516,23044,9991,19582,61,21
79227,7407,3686,227,1727,700,978,348,61,20
996238,418757,91673,132501,31679,56393,38845,8018,57,27
78493,20498,4998,4732,1550,3514,5635,2333,63,40
1190260,126088,53327,28911,30863,9499,17214,10304,64,40
572240,259222,29277,15320,45480,19261,23703,7669,53,41
568832,216660,23873,54238,18993,28502,10145,5239,50,41
124898,22124,3098,4145,4581,3868,1540,1394,47,43
2744,18084,3350,3061,2285,964,1037,549,41,41
234383,179803,70375,14386,44446,49458,28171,17753,48,54
592979,42306,37650,8768,4144,6913,17107,6334,60,51
2401998,49732,27752,43347,36900,66012,34020,19493,64,67
6330,19447,7157,2184,2587,4004,10728,3182,66,81
208215,53161,14227,5091,5857,4502,8502,2828,66,69
54750,116683,6445,6081,5479,10230,9495,1367,43,67
562253,85838,16038,4389,16424,5376,7362,3746,34,41
1508687,355002,175699,93103,10625,24372,66730,30899,40,26
898104,50223,16566,27984,8590,11712,12094,12001,47,35
36846,72537,5068,13257,9255,7240,3241,2397,56,35
1175446,85055,23603,2699,10185,5186,14025,5165,60,35
974234,262082,25254,39327,17899,19876,39828,16965,47,40
1267210,42250,11727,47278,38868,59786,31239,26160,43,57
529048,109451,10038,14299,21258,30551,12185,11846,40,67
240135,59509,4043,4012,4811,6897,2814,4870,30,77
265249,21304,1323,1821,1455,1462,839,396,27,77
36636,28622,48443,14617,17657,33466,4976,5359,35,70
263228,38879,10781,5603,6197,7174,6597,5148,43,66
677476,61402,21971,20125,4277,8277,9849,2098,60,66
2082667,440077,84351,71748,41140,37374,47311,13009,66,66
2025547,296620,11151,8259,22344,15354,21257,4412,40,43
853140,41501,11105,9342,6478,5260,13511,7161,41,37
